time,requestor,role,component,request_type,violation_type,score
2017-01-10 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 05:45:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-10 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 06:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-10 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 07:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-10 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 08:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 08:52:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-10 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 09:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-10 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 10:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-10 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-10 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-10 11:59:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-11 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 12:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 01:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 02:23:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-11 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 03:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 03:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 03:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 04:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 04:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 05:02:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 05:16:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2017-01-11 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 05:59:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-11 06:14:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-11 06:28:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-11 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 07:26:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 07:40:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-11 07:55:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-11 08:09:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-11 08:23:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2017-01-11 08:38:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2017-01-11 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 09:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 09:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 10:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 10:47:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 11:31:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-11 11:45:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-11 11:59:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 12:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 12:43:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-11 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 01:11:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-11 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 02:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 03:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 03:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 03:50:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-11 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 04:19:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-11 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 05:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 06:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 06:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 07:26:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-11 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 08:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 09:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 09:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 10:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-11 10:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-11 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 11:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 11:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-11 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-11 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 12:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 12:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 01:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 02:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 02:38:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 03:35:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 04:33:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 04:47:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-12 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 05:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 05:45:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 06:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 07:11:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-12 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 07:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 07:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 08:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 08:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 08:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 08:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 09:21:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 09:35:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 09:50:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 10:04:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2017-01-12 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 10:47:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-12 11:02:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-12 11:16:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-12 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 11:59:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 12:14:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-12 12:28:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-12 12:43:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-12 12:57:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2017-01-12 01:11:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2017-01-12 01:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 02:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 02:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 03:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 03:21:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-12 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 04:04:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-12 04:19:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-12 04:33:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 05:02:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 05:16:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-12 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 05:45:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-12 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 06:43:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 07:40:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 08:09:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 08:23:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-12 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 08:52:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-12 09:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 09:50:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 10:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 10:47:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-12 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-12 11:16:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 11:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 11:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-12 11:59:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-13 12:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 12:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 12:57:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 01:55:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 02:23:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 02:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 02:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 03:07:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 03:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 03:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 04:04:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 04:19:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 04:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 05:02:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 05:31:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 05:45:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 06:14:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 06:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 06:57:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 07:11:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 07:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 08:09:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 08:38:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 08:52:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 09:07:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 09:21:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-13 09:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 09:50:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 10:04:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 10:19:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:45:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-13 11:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 12:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 12:28:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 12:43:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 12:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 01:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 01:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 01:40:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 01:55:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 02:09:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 02:23:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 02:38:00,User C,Administrator,Element 3,Select,No authorization,FALSE
2017-01-13 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 03:21:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-13 03:35:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-13 03:50:00,User B,Business user,Table 1,Select,No authorization,TRUE
2017-01-13 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 04:33:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 04:47:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-13 05:02:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-13 05:16:00,User A,Analyst,Element 2,Select,No authorization,TRUE
2017-01-13 05:31:00,User A,Analyst,Element 3,Append,No authorization,TRUE
2017-01-13 05:45:00,User A,Analyst,Element 1,Select,No authorization,FALSE
2017-01-13 05:59:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 06:14:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 06:28:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 06:43:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 06:57:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 07:11:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 07:26:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 07:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 07:55:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-13 08:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 08:23:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 08:38:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-13 08:52:00,User C,Administrator,Element 2,Select,No authorization,FALSE
2017-01-13 09:07:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 09:21:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 09:35:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 09:50:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-13 10:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-13 10:19:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-13 10:33:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 10:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:16:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-13 11:31:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-13 11:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 12:14:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 12:28:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 12:43:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 12:57:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-14 01:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 01:26:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-14 01:40:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 01:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 02:09:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 02:23:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 02:38:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 02:52:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 03:07:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 03:21:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 03:35:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 03:50:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 04:04:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 04:19:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 04:33:00,User B,Business user,Element 1,Select,No authorization,TRUE
2017-01-14 04:47:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 05:02:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 05:16:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 05:31:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 05:45:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 05:59:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 06:14:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 06:28:00,User A,Analyst,Table 1,Append,No authorization,FALSE
2017-01-14 06:43:00,User A,Analyst,Table 1,Select,No authorization,FALSE
2017-01-14 06:57:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 07:11:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 07:26:00,User B,Business user,Table 2,Select,No authorization,FALSE
2017-01-14 07:40:00,User C,Administrator,Element 1,Select,No authorization,FALSE
2017-01-14 07:55:00,User A,Analyst,Table 1,Select,No authorization,FALSE
